21.12,2,2023-10-18 08:05:30 +0900
24.75,1,2023-10-18 08:05:41 +0900
21.12,2,2023-10-18 08:10:30 +0900
24.75,1,2023-10-18 08:10:41 +0900
21.12,2,2023-10-18 08:15:30 +0900
24.75,1,2023-10-18 08:15:41 +0900
21,2,2023-10-18 08:20:30 +0900
24.75,1,2023-10-18 08:20:41 +0900
21,2,2023-10-18 08:25:30 +0900
24.75,1,2023-10-18 08:25:41 +0900
20.88,2,2023-10-18 08:30:30 +0900
24.87,1,2023-10-18 08:30:41 +0900
20.88,2,2023-10-18 08:35:30 +0900
24.87,1,2023-10-18 08:35:41 +0900
20.75,2,2023-10-18 08:40:30 +0900
24.87,1,2023-10-18 08:40:41 +0900
20.75,2,2023-10-18 08:45:30 +0900
24.87,1,2023-10-18 08:45:41 +0900
20.75,2,2023-10-18 08:50:30 +0900
24.87,1,2023-10-18 08:50:41 +0900
20.88,2,2023-10-18 08:55:30 +0900
24.87,1,2023-10-18 08:55:41 +0900
20.75,2,2023-10-18 09:00:30 +0900
24.87,1,2023-10-18 09:00:41 +0900
20.75,2,2023-10-18 09:05:30 +0900
24.87,1,2023-10-18 09:05:41 +0900
20.88,2,2023-10-18 09:10:30 +0900
24.87,1,2023-10-18 09:10:41 +0900
20.88,2,2023-10-18 09:15:30 +0900
25,1,2023-10-18 09:15:41 +0900
21,2,2023-10-18 09:20:30 +0900
25,1,2023-10-18 09:20:41 +0900
21,2,2023-10-18 09:25:30 +0900
25,1,2023-10-18 09:25:41 +0900
21.12,2,2023-10-18 09:30:30 +0900
25.12,1,2023-10-18 09:30:41 +0900
21.25,2,2023-10-18 09:35:30 +0900
25.12,1,2023-10-18 09:35:42 +0900
21.5,2,2023-10-18 09:40:30 +0900
25.25,1,2023-10-18 09:40:42 +0900
21.5,2,2023-10-18 09:45:30 +0900
25.25,1,2023-10-18 09:45:42 +0900
21.5,2,2023-10-18 09:50:30 +0900
25.37,1,2023-10-18 09:50:42 +0900
21.62,2,2023-10-18 09:55:30 +0900
25.37,1,2023-10-18 09:55:42 +0900
21.62,2,2023-10-18 10:00:30 +0900
25.37,1,2023-10-18 10:00:42 +0900
21.75,2,2023-10-18 10:05:30 +0900
25.5,1,2023-10-18 10:05:42 +0900
22,2,2023-10-18 10:10:30 +0900
25.5,1,2023-10-18 10:10:42 +0900
22.13,2,2023-10-18 10:15:30 +0900
25.62,1,2023-10-18 10:15:42 +0900
22.13,2,2023-10-18 10:20:30 +0900
25.62,1,2023-10-18 10:20:42 +0900
22.25,2,2023-10-18 10:25:31 +0900
25.75,1,2023-10-18 10:25:42 +0900
22.37,2,2023-10-18 10:30:31 +0900
25.75,1,2023-10-18 10:30:42 +0900
22.37,2,2023-10-18 10:35:31 +0900
25.88,1,2023-10-18 10:35:42 +0900
22.5,2,2023-10-18 10:40:31 +0900
25.88,1,2023-10-18 10:40:42 +0900
22.75,2,2023-10-18 10:45:31 +0900
26,1,2023-10-18 10:45:42 +0900
22.87,2,2023-10-18 10:50:31 +0900
26,1,2023-10-18 10:50:42 +0900
23.12,2,2023-10-18 10:55:31 +0900
26.12,1,2023-10-18 10:55:42 +0900
23.12,2,2023-10-18 11:00:31 +0900
26.12,1,2023-10-18 11:00:42 +0900
23.38,2,2023-10-18 11:05:31 +0900
26.25,1,2023-10-18 11:05:42 +0900
23.25,2,2023-10-18 11:10:31 +0900
26.25,1,2023-10-18 11:10:42 +0900
23.25,2,2023-10-18 11:15:31 +0900
26.25,1,2023-10-18 11:15:42 +0900
23.38,2,2023-10-18 11:20:31 +0900
26.37,1,2023-10-18 11:20:42 +0900
23.5,2,2023-10-18 11:25:31 +0900
26.37,1,2023-10-18 11:25:42 +0900
23.62,2,2023-10-18 11:30:31 +0900
26.5,1,2023-10-18 11:30:42 +0900
23.87,2,2023-10-18 11:35:31 +0900
26.62,1,2023-10-18 11:35:42 +0900
23.75,2,2023-10-18 11:40:31 +0900
26.62,1,2023-10-18 11:40:42 +0900
23.75,2,2023-10-18 11:45:31 +0900
26.75,1,2023-10-18 11:45:42 +0900
23.87,2,2023-10-18 11:50:31 +0900
